2021-07-13 10:07:28 startup packages configure
2021-07-13 10:07:28 configure perl-base:amd64 5.30.0-9build1 <none>
2021-07-13 10:07:28 status unpacked perl-base:amd64 5.30.0-9build1
2021-07-13 10:07:28 status half-configured perl-base:amd64 5.30.0-9build1
2021-07-13 10:07:28 status installed perl-base:amd64 5.30.0-9build1
2021-07-13 10:07:28 startup packages configure
2021-07-13 10:07:29 startup archives unpack
2021-07-13 10:07:29 upgrade procps:amd64 2:3.3.16-1ubuntu2 2:3.3.16-1ubuntu2
2021-07-13 10:07:29 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:29 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:29 status half-installed procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:29 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:30 startup packages configure
2021-07-13 10:07:30 configure procps:amd64 2:3.3.16-1ubuntu2 <none>
2021-07-13 10:07:30 status unpacked procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:30 status half-configured procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:30 status installed procps:amd64 2:3.3.16-1ubuntu2
2021-07-13 10:07:31 startup archives unpack
2021-07-13 10:07:31 upgrade sed:amd64 4.7-1 4.7-1
2021-07-13 10:07:31 status half-configured sed:amd64 4.7-1
2021-07-13 10:07:31 status unpacked sed:amd64 4.7-1
2021-07-13 10:07:31 status half-installed sed:amd64 4.7-1
2021-07-13 10:07:31 status unpacked sed:amd64 4.7-1
2021-07-13 10:07:31 startup packages configure
2021-07-13 10:07:31 configure sed:amd64 4.7-1 <none>
2021-07-13 10:07:31 status unpacked sed:amd64 4.7-1
2021-07-13 10:07:31 status half-configured sed:amd64 4.7-1
2021-07-13 10:07:31 status installed sed:amd64 4.7-1
2021-07-13 10:07:31 startup packages configure
2021-07-13 10:07:33 startup archives unpack
2021-07-13 10:07:33 upgrade sensible-utils:all 0.0.12+nmu1 0.0.12+nmu1
2021-07-13 10:07:33 status half-configured sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:33 status unpacked sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:33 status half-installed sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:33 status unpacked sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:33 startup packages configure
2021-07-13 10:07:33 configure sensible-utils:all 0.0.12+nmu1 <none>
2021-07-13 10:07:33 status unpacked sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:33 status half-configured sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:33 status installed sensible-utils:all 0.0.12+nmu1
2021-07-13 10:07:35 startup archives unpack
2021-07-13 10:07:35 upgrade sysvinit-utils:amd64 2.96-2.1ubuntu1 2.96-2.1ubuntu1
2021-07-13 10:07:35 status half-configured sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 status unpacked sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 status half-installed sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 status unpacked sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 startup packages configure
2021-07-13 10:07:35 configure sysvinit-utils:amd64 2.96-2.1ubuntu1 <none>
2021-07-13 10:07:35 status unpacked sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 status half-configured sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 status installed sysvinit-utils:amd64 2.96-2.1ubuntu1
2021-07-13 10:07:35 startup packages configure
2021-07-13 10:07:36 startup archives unpack
2021-07-13 10:07:36 upgrade tar:amd64 1.30+dfsg-7 1.30+dfsg-7
2021-07-13 10:07:36 status half-configured tar:amd64 1.30+dfsg-7
2021-07-13 10:07:36 status unpacked tar:amd64 1.30+dfsg-7
2021-07-13 10:07:36 status half-installed tar:amd64 1.30+dfsg-7
2021-07-13 10:07:36 status unpacked tar:amd64 1.30+dfsg-7
2021-07-13 10:07:36 startup packages configure
2021-07-13 10:07:36 configure tar:amd64 1.30+dfsg-7 <none>
2021-07-13 10:07:36 status unpacked tar:amd64 1.30+dfsg-7
2021-07-13 10:07:36 status half-configured tar:amd64 1.30+dfsg-7
2021-07-13 10:07:36 status installed tar:amd64 1.30+dfsg-7
2021-07-13 10:07:37 startup packages configure
2021-07-13 10:07:38 startup archives unpack
2021-07-13 10:07:38 upgrade ubuntu-keyring:all 2020.02.11.2 2020.02.11.2
2021-07-13 10:07:38 status half-configured ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 status unpacked ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 status half-installed ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 status unpacked ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 startup packages configure
2021-07-13 10:07:38 configure ubuntu-keyring:all 2020.02.11.2 <none>
2021-07-13 10:07:38 status unpacked ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 status half-configured ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 status installed ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:38 startup packages configure
2021-07-13 10:07:40 startup archives unpack
2021-07-13 10:07:40 upgrade util-linux:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9
2021-07-13 10:07:40 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:40 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:40 status half-installed util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:40 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:40 startup packages configure
2021-07-13 10:07:40 configure util-linux:amd64 2.34-0.1ubuntu9 <none>
2021-07-13 10:07:40 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:40 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:40 status installed util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:41 startup packages configure
2021-07-13 10:07:42 startup archives unpack
2021-07-13 10:07:42 upgrade zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:42 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 status half-installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 startup packages configure
2021-07-13 10:07:42 configure zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1 <none>
2021-07-13 10:07:42 status unpacked zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 status half-configured zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 status installed zlib1g:amd64 1:1.2.11.dfsg-2ubuntu1
2021-07-13 10:07:42 startup packages configure
2021-07-13 10:07:42 trigproc libc-bin:amd64 2.31-0ubuntu9 <none>
2021-07-13 10:07:42 status half-configured libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:42 status installed libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:45 startup archives unpack
2021-07-13 10:07:45 upgrade ubuntu-keyring:all 2020.02.11.2 2020.02.11.4
2021-07-13 10:07:45 status half-configured ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:45 status unpacked ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:45 status half-installed ubuntu-keyring:all 2020.02.11.2
2021-07-13 10:07:45 status unpacked ubuntu-keyring:all 2020.02.11.4
2021-07-13 10:07:45 startup packages configure
2021-07-13 10:07:45 configure ubuntu-keyring:all 2020.02.11.4 <none>
2021-07-13 10:07:45 status unpacked ubuntu-keyring:all 2020.02.11.4
2021-07-13 10:07:45 status half-configured ubuntu-keyring:all 2020.02.11.4
2021-07-13 10:07:45 status installed ubuntu-keyring:all 2020.02.11.4
2021-07-13 10:07:45 startup packages configure
2021-07-13 10:07:47 startup archives unpack
2021-07-13 10:07:47 upgrade gcc-10-base:amd64 10-20200411-0ubuntu1 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status half-configured gcc-10-base:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status unpacked gcc-10-base:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status half-installed gcc-10-base:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status unpacked gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 startup packages configure
2021-07-13 10:07:47 configure gcc-10-base:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-07-13 10:07:47 status unpacked gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status half-configured gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status installed gcc-10-base:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 startup archives unpack
2021-07-13 10:07:47 upgrade libgcc-s1:amd64 10-20200411-0ubuntu1 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status triggers-pending libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:47 status half-configured libgcc-s1:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status unpacked libgcc-s1:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status half-installed libgcc-s1:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status unpacked libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 startup packages configure
2021-07-13 10:07:47 configure libgcc-s1:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-07-13 10:07:47 status unpacked libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status half-configured libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status installed libgcc-s1:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 startup archives unpack
2021-07-13 10:07:47 upgrade libstdc++6:amd64 10-20200411-0ubuntu1 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status half-configured libstdc++6:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status unpacked libstdc++6:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status half-installed libstdc++6:amd64 10-20200411-0ubuntu1
2021-07-13 10:07:47 status unpacked libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 startup packages configure
2021-07-13 10:07:47 configure libstdc++6:amd64 10.3.0-1ubuntu1~20.04 <none>
2021-07-13 10:07:47 status unpacked libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status half-configured libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 status installed libstdc++6:amd64 10.3.0-1ubuntu1~20.04
2021-07-13 10:07:47 startup archives unpack
2021-07-13 10:07:47 upgrade libc6:amd64 2.31-0ubuntu9 2.31-0ubuntu9.2
2021-07-13 10:07:47 status half-configured libc6:amd64 2.31-0ubuntu9
2021-07-13 10:07:47 status unpacked libc6:amd64 2.31-0ubuntu9
2021-07-13 10:07:47 status half-installed libc6:amd64 2.31-0ubuntu9
2021-07-13 10:07:48 status unpacked libc6:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:48 startup packages configure
2021-07-13 10:07:48 configure libc6:amd64 2.31-0ubuntu9.2 <none>
2021-07-13 10:07:48 status unpacked libc6:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:48 status half-configured libc6:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:48 status installed libc6:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:48 startup archives unpack
2021-07-13 10:07:48 upgrade base-files:amd64 11ubuntu5 11ubuntu5.3
2021-07-13 10:07:48 status half-configured base-files:amd64 11ubuntu5
2021-07-13 10:07:48 status unpacked base-files:amd64 11ubuntu5
2021-07-13 10:07:48 status half-installed base-files:amd64 11ubuntu5
2021-07-13 10:07:48 status unpacked base-files:amd64 11ubuntu5.3
2021-07-13 10:07:48 startup packages configure
2021-07-13 10:07:48 configure base-files:amd64 11ubuntu5.3 <none>
2021-07-13 10:07:48 status unpacked base-files:amd64 11ubuntu5.3
2021-07-13 10:07:48 status half-configured base-files:amd64 11ubuntu5.3
2021-07-13 10:07:48 status installed base-files:amd64 11ubuntu5.3
2021-07-13 10:07:48 startup archives unpack
2021-07-13 10:07:48 upgrade bash:amd64 5.0-6ubuntu1 5.0-6ubuntu1.1
2021-07-13 10:07:48 status half-configured bash:amd64 5.0-6ubuntu1
2021-07-13 10:07:48 status unpacked bash:amd64 5.0-6ubuntu1
2021-07-13 10:07:48 status half-installed bash:amd64 5.0-6ubuntu1
2021-07-13 10:07:48 status unpacked bash:amd64 5.0-6ubuntu1.1
2021-07-13 10:07:48 startup packages configure
2021-07-13 10:07:48 configure bash:amd64 5.0-6ubuntu1.1 <none>
2021-07-13 10:07:48 status unpacked bash:amd64 5.0-6ubuntu1.1
2021-07-13 10:07:48 status half-configured bash:amd64 5.0-6ubuntu1.1
2021-07-13 10:07:48 status installed bash:amd64 5.0-6ubuntu1.1
2021-07-13 10:07:48 startup archives unpack
2021-07-13 10:07:48 upgrade bsdutils:amd64 1:2.34-0.1ubuntu9 1:2.34-0.1ubuntu9.1
2021-07-13 10:07:48 status half-configured bsdutils:amd64 1:2.34-0.1ubuntu9
2021-07-13 10:07:48 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9
2021-07-13 10:07:48 status half-installed bsdutils:amd64 1:2.34-0.1ubuntu9
2021-07-13 10:07:48 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.1
2021-07-13 10:07:48 startup packages configure
2021-07-13 10:07:48 configure bsdutils:amd64 1:2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:48 status unpacked bsdutils:amd64 1:2.34-0.1ubuntu9.1
2021-07-13 10:07:48 status half-configured bsdutils:amd64 1:2.34-0.1ubuntu9.1
2021-07-13 10:07:48 status installed bsdutils:amd64 1:2.34-0.1ubuntu9.1
2021-07-13 10:07:48 startup archives unpack
2021-07-13 10:07:48 upgrade login:amd64 1:4.8.1-1ubuntu5 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:48 status half-configured login:amd64 1:4.8.1-1ubuntu5
2021-07-13 10:07:48 status unpacked login:amd64 1:4.8.1-1ubuntu5
2021-07-13 10:07:48 status half-installed login:amd64 1:4.8.1-1ubuntu5
2021-07-13 10:07:48 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:48 startup packages configure
2021-07-13 10:07:48 configure login:amd64 1:4.8.1-1ubuntu5.20.04 <none>
2021-07-13 10:07:48 status unpacked login:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:48 status half-configured login:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:48 status installed login:amd64 1:4.8.1-1ubuntu5.20.04
2021-07-13 10:07:48 startup archives unpack
2021-07-13 10:07:48 upgrade perl-base:amd64 5.30.0-9build1 5.30.0-9ubuntu0.2
2021-07-13 10:07:48 status half-configured perl-base:amd64 5.30.0-9build1
2021-07-13 10:07:48 status unpacked perl-base:amd64 5.30.0-9build1
2021-07-13 10:07:48 status half-installed perl-base:amd64 5.30.0-9build1
2021-07-13 10:07:49 status unpacked perl-base:amd64 5.30.0-9ubuntu0.2
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure perl-base:amd64 5.30.0-9ubuntu0.2 <none>
2021-07-13 10:07:49 status unpacked perl-base:amd64 5.30.0-9ubuntu0.2
2021-07-13 10:07:49 status half-configured perl-base:amd64 5.30.0-9ubuntu0.2
2021-07-13 10:07:49 status installed perl-base:amd64 5.30.0-9ubuntu0.2
2021-07-13 10:07:49 startup archives unpack
2021-07-13 10:07:49 upgrade tar:amd64 1.30+dfsg-7 1.30+dfsg-7ubuntu0.20.04.1
2021-07-13 10:07:49 status half-configured tar:amd64 1.30+dfsg-7
2021-07-13 10:07:49 status unpacked tar:amd64 1.30+dfsg-7
2021-07-13 10:07:49 status half-installed tar:amd64 1.30+dfsg-7
2021-07-13 10:07:49 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure tar:amd64 1.30+dfsg-7ubuntu0.20.04.1 <none>
2021-07-13 10:07:49 status unpacked tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2021-07-13 10:07:49 status half-configured tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2021-07-13 10:07:49 status installed tar:amd64 1.30+dfsg-7ubuntu0.20.04.1
2021-07-13 10:07:49 startup archives unpack
2021-07-13 10:07:49 upgrade libblkid1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libblkid1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libblkid1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed libblkid1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure libblkid1:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:49 status unpacked libblkid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libblkid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status installed libblkid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup archives unpack
2021-07-13 10:07:49 upgrade libuuid1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libuuid1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libuuid1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed libuuid1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure libuuid1:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:49 status unpacked libuuid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libuuid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status installed libuuid1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup archives unpack
2021-07-13 10:07:49 upgrade libfdisk1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libfdisk1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed libfdisk1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libfdisk1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 upgrade libmount1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libmount1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libmount1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed libmount1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libmount1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure libmount1:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:49 status unpacked libmount1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libmount1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status installed libmount1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup archives unpack
2021-07-13 10:07:49 upgrade libsmartcols1:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed libsmartcols1:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure libsmartcols1:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:49 status unpacked libsmartcols1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured libsmartcols1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status installed libsmartcols1:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup archives unpack
2021-07-13 10:07:49 upgrade fdisk:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured fdisk:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked fdisk:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed fdisk:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked fdisk:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 upgrade util-linux:amd64 2.34-0.1ubuntu9 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status half-installed util-linux:amd64 2.34-0.1ubuntu9
2021-07-13 10:07:49 status unpacked util-linux:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 startup packages configure
2021-07-13 10:07:49 configure util-linux:amd64 2.34-0.1ubuntu9.1 <none>
2021-07-13 10:07:49 status unpacked util-linux:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:49 status half-configured util-linux:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:50 status installed util-linux:amd64 2.34-0.1ubuntu9.1
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade libc-bin:amd64 2.31-0ubuntu9 2.31-0ubuntu9.2
2021-07-13 10:07:50 status half-configured libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:50 status unpacked libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:50 status half-installed libc-bin:amd64 2.31-0ubuntu9
2021-07-13 10:07:50 status unpacked libc-bin:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:50 startup packages configure
2021-07-13 10:07:50 configure libc-bin:amd64 2.31-0ubuntu9.2 <none>
2021-07-13 10:07:50 status unpacked libc-bin:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:50 status half-configured libc-bin:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:50 status installed libc-bin:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:50 startup archives unpack
2021-07-13 10:07:50 upgrade liblz4-1:amd64 1.9.2-2 1.9.2-2ubuntu0.20.04.1
2021-07-13 10:07:50 status triggers-pending libc-bin:amd64 2.31-0ubuntu9.2
2021-07-13 10:07:50 status half-configured liblz4-1:amd64 1.9.2-2
